@relation train

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute x_region REAL
@attribute y_region REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@data
248.18,231.39,205.79,7.9628,9.542,258.14,174.42,76,22,3
248.33,232.37,208.41,-1.7348,8.7994,251,228.67,63,14,3
243.19,223.82,202.24,12.122,10.06,233.6,252.19,72,23,3
248.35,229.42,202.65,23.316,11.587,289.85,246.42,26,19,3
244.49,222.62,197.96,23.979,10.131,347.64,248.77,47,28,3
248.63,227.25,201.13,5.6608,10.045,349.98,200.22,40,8,3
248.32,233.74,207.18,2.9517,10.907,348.79,158.53,38,7,3
251.94,235.86,212.54,-1.9314,6.0567,299.58,159.54,78,8,3
240.9,223.49,198.67,3.7694,19.445,291.89,122.98,100,18,3
234.2,204.26,168.59,11.523,15.374,454.05,206.3,61,22,3
232.42,205.4,175.72,10.046,15.508,450.67,237.09,43,33,3
238.24,217.16,192.04,9.1651,16.144,392.76,249.02,45,29,3
246.66,226.41,202.8,-0.014412,13.26,445.32,279.86,56,35,3
244.02,222.96,196.73,2.1938,13.14,397.42,280.04,48,18,3
246.09,231,206.83,-2.5443,14.441,333.66,290.77,35,10,3
250.13,235.16,211.5,15.06,7.769,270.36,290.76,90,5,3
243.38,232.12,209.62,25.758,15.896,246.19,305.92,26,11,3
245.37,225.57,200.96,6.9567,11.339,292.45,308.94,49,12,3
247.86,230.45,206.83,14.796,10.231,345.98,312.71,42,11,3
243.55,221.55,196.31,-9.4681,11.943,377.07,303.96,55,17,3
243.19,222.41,198.19,-2.0433,16.813,394.38,340,74,10,3
245.7,225.95,202.52,15.443,12.677,432.8,343.36,81,14,3
231.54,206.54,178.96,-1.8236,10.942,459.76,328.79,178,16,3
244.4,225,198.56,4.8711,14.675,359.84,339.04,25,16,3
246.52,229.83,203.75,-1.9816,10.956,348.17,393.58,48,16,3
243.28,223.93,198.35,4.4166,13.358,307.57,408.7,81,25,3
251.61,238.39,214.29,12.68,6.2785,256.89,403.29,28,8,3
251.92,242.74,221.38,20.209,4.83,272.08,388.08,53,5,3
248.82,236.12,214.37,-3.1269,7.8945,258.9,334.73,49,12,3
249.94,236.96,217.36,14.599,9.238,247.23,430.6,96,7,3
251.31,237.48,215.31,14.179,8.216,275.21,428.79,29,13,3
246.01,229.1,205.16,5.7351,10.827,270.65,475.77,79,16,3
233.95,213.79,193.68,-5.5439,12.613,273.5,510.46,84,15,3
225.21,206.03,189,7.5594,12.266,246.56,520.44,70,25,3
210.68,186.95,167.03,0.72192,14.731,304.56,524.69,59,13,3
212.04,188.64,168.45,6.0315,16.114,347.04,516.49,47,20,3
214.59,186.8,167.42,7.4518,15.177,373.95,516.92,59,23,3
241.06,219.92,193.68,3.0323,15.257,365.06,479.35,63,24,3
241.86,219.09,195.35,-2.2537,9.3364,368.96,431.56,97,13,3
245.36,224.46,198.91,1.3926,10.839,315.19,429.74,85,10,3
230.97,206.63,181.53,18.405,11.294,460.63,417.32,40,14,3
247.55,227.89,202.83,0.040617,8.9969,416.76,441.86,127,11,3
229.79,205.92,181.45,10.467,15.933,464.24,448.47,38,22,3
227.72,203.5,180.55,9.348,9.5585,461.75,495.16,64,15,3
216.34,194.57,172.06,-3.4924,12.366,422.77,516.97,35,31,3
241.7,222.3,198.79,10.148,12.492,464.64,561.66,53,11,3
247.62,223.3,193.7,8.0275,8.0629,389.84,559.23,61,20,3
246.15,227.36,203.26,-0.28442,10.885,337.38,566.1,159,17,3
249.19,231.05,206.76,24.501,5.3883,261,571,21,7,3
248.38,229.9,205.26,9.7225,9.1746,269.66,603.6,80,14,3
249,237,216,19.46,7.4729,246.3,642.1,10,16,3
248.3,231.23,208.27,14.794,7.3055,282.55,645.27,64,12,3
250.82,232.45,207.75,10.608,5.9918,266.82,691.95,44,11,3
248.37,229.79,200.39,-0.74777,7.4043,259.7,755.03,67,18,3
249.92,232.63,209.13,-1.3825,5.5041,252.43,743.58,79,8,3
247.17,231.31,205.53,9.7865,13.084,295.81,738.72,36,18,3
242.72,219.18,192.27,0.62732,11.086,354.39,739.43,102,19,3
245.94,221.86,196.77,9.4816,11.129,358.54,720.43,35,19,3
248.84,233.81,207.81,4.7646,9.2895,372.65,665.32,31,8,3
246.83,223.52,197.19,-0.096114,7.7439,390.15,633.79,52,11,3
242.87,221.32,197.9,4.9015,9.2102,418.16,654.81,77,13,3
202.67,179.26,157.91,-2.4092,15.854,444.42,733.73,159,23,3
241.7,216.55,182.45,-0.9348,10.839,369.95,769.45,20,13,3
247.95,229.8,201.15,26.113,11.69,315.75,764.7,20,21,3
251.41,231.32,202.86,-1.1416,5.6373,277.34,765.77,56,7,3
250.96,234.93,209.87,-4.568,6.5121,279.67,791.16,82,8,3
249.24,233.38,208.43,6.9008,9.199,314.71,646.38,21,14,3
248.76,233.24,207.57,8.8761,8.1331,363.52,582.19,21,17,3
200.7,189.74,182.9,-6.278,20.968,137.77,18.082,98,22,4
199.16,186.16,178.41,-11.921,17.333,172.49,44.02,49,22,4
189.91,178.2,173.87,1.653,17.803,148.7,71.627,102,29,4
199.44,187.15,180.12,-2.8763,14.357,170.84,9.3415,82,10,4
204.39,190.16,184.92,-5.6697,15.546,162.67,113.44,61,25,4
209.9,200.23,198.52,-9.7723,18.767,122.29,126.42,31,39,4
204.19,190.15,184.09,3.6393,23.599,159.87,136.02,93,30,4
206.74,193.89,189.25,4.7335,17.348,154.89,196.61,57,19,4
202.91,191.58,184.28,-7.1609,18.318,123.03,205.73,64,19,4
204.26,192.12,186.91,3.8436,18.775,137.61,270.48,105,20,4
204.66,192.09,188.35,2.9493,18.733,160.08,247.23,92,14,4
203.08,190.19,184.69,5.2054,22.268,140.67,225.11,36,43,4
199.23,186.62,180.3,3.8721,15.131,191.95,261.73,79,12,4
201.8,186.96,182.13,2.7688,18.425,198.38,160.44,45,30,4
199.19,185.37,181.33,13.049,8.4483,198.54,293.64,70,12,4
200.57,186.29,181.14,13.616,21.427,210.07,412.21,28,17,4
141.52,137.03,143.87,13.641,12.458,221.29,519.97,31,21,4
198.74,188,180.04,-30.437,18.766,211.3,552.7,23,16,4
195.69,186.15,182.23,-1.8982,32.287,208.38,641.38,13,31,4
190.07,178.43,173.36,-0.49082,10.362,215,723,14,18,4
193.34,182.39,180.68,20.678,16.941,182.44,531.89,71,24,4
166.51,156.68,155.75,-5.7181,22.009,170.12,492.86,57,18,4
208.55,199.82,194.61,-2.262,20.656,166.89,418.04,56,41,4
199.43,186.17,182.35,13.422,20.487,163.48,358.13,23,36,4
208.65,197.24,193.16,3.2485,15.21,151.8,317.84,49,13,4
202.6,193.72,188.64,-8.6862,14.84,162.11,570.51,47,16,4
203.41,196.32,190.36,-20.671,18.771,167,645.23,22,14,4
206.57,198.02,194.1,0.36605,11.928,136.04,628.46,124,35,4
204.42,191.12,185.49,-1.3806,15.966,174.88,723.14,43,16,4
195.72,185.85,181.44,10.001,21.889,176.54,778.27,109,20,4
151.91,161.21,167.67,0.17545,59.441,198.73,12.455,33,58,5
182.29,186.45,182.52,4.1485,37.683,200.2,110.39,150,3,5
223.72,231.76,239.72,20.922,3.3737,199.28,211.31,29,4,5
77.11,68.801,71.618,1.9827,29.04,214.18,355.12,136,12,5
232.04,232.41,229.17,8.76,20.638,208.37,473.04,113,2,5
229.25,235.21,241.64,10.653,5.3144,207.82,584.04,28,11,5
204.83,210.01,210.24,-0.88666,36.493,211.23,687.38,92,8,5
219.47,221.35,219.21,-5.1768,23.868,220.73,789.99,78,5,5
74.059,72.468,75.285,-10.873,29.379,219.82,13.742,186,3,5
89.427,85.864,83.68,-2.7608,31.903,213.91,111.39,206,21,5
97.728,92.148,95.123,24.384,11.181,225.37,205.57,81,7,5
164.45,153.27,146.64,7.5232,29.065,234.5,229.69,321,6,5
184.35,181,174.34,3.5446,39.457,235.1,332.38,210,36,5
178.99,181.03,183.61,-19.285,37.01,237.4,357.21,75,34,5
142.68,137.94,130.4,-2.7708,46.829,232.05,457.59,420,41,5
124.94,122.87,118.52,-1.583,42.797,234.7,491.69,358,49,5
100.06,96.543,97.343,42.309,12.164,235.49,587.91,70,10,5
98.245,93.113,91.17,-2.0877,11.507,234.83,600.26,53,12,5
92.777,92.146,88.062,9.9651,26.444,239.8,681.8,130,14,5
117.86,124.78,128.95,-3.7218,35.057,244.11,700.27,175,21,5
131.6,122.29,116.26,1.8723,35.018,250.55,781.99,489,15,5
171.44,166.17,160.64,-1.8107,42.491,300.13,786.49,321,23,5
194.71,185.97,177.18,-2.8004,28.2,316.76,780.46,338,6,5
121.34,116.86,115.41,-2.0542,50.379,300.07,698.82,109,69,5
107.98,108.34,109.74,9.4929,48.665,314.52,700.57,191,102,5
100.77,95.307,85.737,13.964,27.394,321.24,682.06,274,6,5
86.221,82.398,78.558,7.6348,29.493,296.81,686.57,113,7,5
151.85,149.14,149.92,2.4995,38.819,298.74,598.38,66,39,5
184.51,179.29,168.6,0.49962,25.993,286.85,478.12,407,53,5
123.31,118.07,113.06,8.0882,32.001,298.77,462.56,295,4,5
111.26,100.29,93.701,9.9835,26.201,327.58,462.29,401,5,5
130.13,129,137.38,25.538,34.711,319.86,479.29,143,84,5
184.18,177.16,165.96,-3.6675,36.772,288.13,367.21,352,74,5
176.86,169.12,156.67,4.4018,40.577,290.81,332.02,220,39,5
214.5,217.57,217.83,-0.09953,12.904,317.89,337.88,185,26,5
206.66,209.38,209.25,3.3225,16.092,315.93,356.93,87,12,5
181.68,177.52,168.43,2.0877,42.24,276.82,215.9,232,20,5
204.62,196.54,182.62,4.7415,39.878,278.65,189.71,400,13,5
204.05,201.94,198.59,9.0142,30.079,296.57,196.18,180,20,5
205.4,206.89,208.28,5.0365,23.289,300.49,219.08,184,15,5
231.77,237.74,236.15,-17.585,10.115,287.26,102.87,39,22,5
158.23,155.84,158.5,25.674,24.917,287.5,6.0957,94,19,5
200.91,197.02,191.59,21.448,17.342,310.79,19.379,66,17,5
167.69,163.75,157.44,-2.1562,39.14,381.56,199.21,357,22,5
171.46,168.81,161.39,3.6199,46.201,378.3,214.5,290,19,5
205.57,212.29,213.57,1.3702,19.088,407.64,214.64,28,26,5
181.65,179.86,175.68,8.7604,34.171,398.95,191.13,194,8,5
161.62,169.35,171.3,0.72297,14.032,427.26,310.47,125,18,5
168.98,166.03,156.74,7.2808,49.842,392,458.16,61,13,5
163.7,156.02,150.98,-1.386,52.103,393.96,492.46,282,26,5
175.05,170.84,169.57,-2.0686,38.619,409.88,489.21,340,13,5
192.72,192.71,188.73,-1.1907,28.612,410.47,461.48,228,15,5
157.28,153.49,152.11,-6.7011,40.483,395.97,689.51,351,34,5
178.95,170.22,161.03,-2.8142,39.593,392.87,714.21,309,22,5
170.43,166.8,167.33,-8.8806,37.529,415.74,711.85,273,8,5
173.92,175.56,181.1,1.1314,27.078,428.38,692.6,299,17,5
133.93,107.02,102.88,27.351,10.984,410.7,376.05,43,10,6
144.61,119.19,108.52,11.385,22.606,459.84,366.71,143,14,6
94.222,69.833,59.278,13.84,8.2579,421.83,584.42,36,12,6
126.1,102.64,94.923,2.1403,59.39,457.21,590.62,39,16,6
129.14,100.81,98.286,20.177,8.7124,397.39,94.314,70,10,6
84.225,68.969,68.425,11.91,8.6862,456.47,89.533,445,3,6
255,255,255,85.063,0,16.991,26.209,1823,0,1
234.13,235.59,234.53,57.188,6.7846,63.648,202.49,378,0,1
255,254.98,255,86.494,0.033623,26.789,402.8,1001,0,1
254.99,254.99,254.99,88.409,0.023059,39.821,653.43,1358,0,1
255,255,255,83.78,0,13.06,778.9,1172,0,1
54.27,67.445,34.607,0.93609,24.813,224.04,51.825,211,10,2
62.49,78.25,48.587,-13.587,31.502,332.21,181.21,104,38,2
54.625,59.65,32.95,-12.585,22.564,517.73,265.93,40,20,2
48.492,49.712,28.475,8.2992,16.523,412.83,140.56,59,27,2
40.585,50.6,28.262,3.7123,18.083,310.26,36.954,65,29,2
41.659,44.474,27.97,3.0083,9.2294,474.45,78.956,135,10,2
34.595,32.818,14.027,17.433,8.2659,572.06,90.953,148,7,2
54.853,64.872,43.422,-6.2931,17.877,572.72,233.34,109,16,2
45.438,49.462,29.015,11.686,14.174,460.42,618.95,130,24,2
41.169,45.195,28.852,13.384,13.919,331.07,549.47,236,7,2
57.87,63.222,32.185,6.2314,24.46,224.01,614.87,108,52,2
56.311,63.144,39.122,0.71946,16.395,219.63,700.31,90,41,2
83.122,89.135,58.601,7.0819,22.534,105.64,771.34,148,40,2
48.051,49.847,35.017,7.0756,8.0919,160.17,700.53,59,4,2
53.294,58.012,36.976,5.8779,20.467,227.39,767.28,85,25,2
58.443,54.304,39.47,-15.016,35.427,364.28,727.3,115,90,2
192.04,165.46,157.46,14.911,12.763,141.96,65.964,56,9,3
186.94,155.09,146.54,6.781,10.25,194.72,162.76,183,22,3
175.3,142.58,135.07,-1.5753,12.398,120.67,199.4,43,13,3
192.41,156.33,147.48,12.785,12.626,191.8,278.74,119,22,3
201.55,174.86,165.93,8.9902,13.389,126.43,343.4,42,19,3
197.26,164.4,153.09,-0.76814,15.124,194.4,363.89,35,15,3
195.45,161.16,152.16,1.5736,14.317,187.23,463.58,31,18,3
193.27,161.34,150.05,-1.169,12.058,181.89,549.1,143,27,3
160.04,140.45,136.57,-0.2658,31.255,126.1,477.11,338,10,3
182.98,162.47,156.32,4.0215,11.866,104.68,535.45,47,17,3
181.09,167.48,165.14,-4.8888,19.225,132.18,617.82,44,31,3
178.28,155.05,144.75,-1.6397,19.405,136.28,652.12,57,21,3
173.46,139.01,119.89,0.9512,13.444,291.49,307.6,104,19,3
172.91,148.85,135.38,9.3912,20.567,319.58,367.23,53,17,3
174.29,144.86,123.94,0.097472,14.319,409.27,353.08,51,23,3
158.71,125.61,109.43,3.3541,17.181,481.35,434.31,49,60,3
144.75,113.72,102.04,8.5223,15.901,556.64,444.13,53,13,3
167.83,129.89,112.2,0.29145,12.466,575.12,624.89,94,28,3
157.44,113.63,94.704,13.906,10.243,569.56,766.33,54,18,3
171.38,146.89,134.23,7.9053,23.04,321.91,451.86,64,25,3
162.95,139.6,125.79,8.0346,19.27,395.35,488.21,43,28,3
189.25,155.75,147.51,9.2622,11.207,193.37,215.24,114,19,3
83.686,63.134,52.18,1.3094,11.841,237.45,305.32,172,30,3
193.43,197.02,193.59,-4.559,14.947,88,17.606,251,19,4
131.12,134.15,134.76,-23.112,12.811,89.418,205.82,67,17,4
135.56,139.56,140.56,19.057,9.555,81.778,436.44,27,16,4
140,140.33,139.17,-27.925,12.728,104.07,666.07,30,23,4
142.89,135.45,130.59,0.15382,22.426,102.29,309.98,161,23,4
187.11,190.89,188.77,8.8076,20.666,56.221,546.19,154,36,4
138.5,141.04,135.46,-31.679,22.337,108.38,78,24,25,4
152.79,163.18,165.17,13.153,23.222,154.23,14.135,230,10,5
161.47,162.14,161.26,-18.944,38.458,92.172,94.103,58,33,5
179.51,188.53,188.44,7.627,66.195,84.695,337.86,95,6,5
177.56,181.09,182.92,2.9539,63.521,69.227,549.81,128,7,5
147.28,141.09,141.24,26.059,24.846,146.52,107.05,485,0,5
139.49,139.54,143.99,25.09,24.568,143.46,159.07,327,0,5
175.61,184.35,190.28,13.273,16.194,148.7,220.43,334,5,5
186.17,196.79,205.5,44.19,0.97647,153.63,260.14,125,1,5
201.14,212.92,221.47,35.256,8.6042,144.28,287.2,64,6,5
188.1,202.36,210.94,21.124,3.7396,148.97,388.72,189,1,5
186.62,202.26,213.09,61.544,0.83103,149.49,414.96,149,0,5
194.15,211.27,222.47,59.876,5.1505,140.12,457.51,89,1,5
181.09,180.01,182.18,17.028,14.923,154.8,511.85,483,1,5
199.01,215.1,225.51,51.864,0.71832,133.06,547.67,212,1,5
204.99,219.27,228.64,43.195,3.7898,141.22,569.94,514,0,5
172.81,174.2,181.11,25.741,17.977,228.23,505.38,688,5,5
153.75,145.46,141.18,5.1595,29.663,288.09,502.28,261,3,5
157.85,154.36,153.57,2.4458,24.835,288.03,438.75,306,1,5
194.03,207.53,217.01,48.942,1.8447,240.93,418.78,68,1,5
207.97,208.25,220.35,38.338,2.0241,242.7,456.76,202,4,5
71.179,57.41,51.218,-4.0061,20.489,381.67,414.55,78,22,5
60.166,57.73,50.038,4.5479,22.977,381.44,442.95,211,8,5
60.859,53.634,42.127,7.2099,9.8538,422.01,437.24,71,13,5
196.13,201.99,202.81,12.158,9.0927,259.71,265.68,78,14,5
51.941,39.882,32.059,14.765,4.6055,256.71,234.41,17,6,5
147.14,158.26,166.22,8.5669,36.864,287.17,260.93,153,2,5
110.55,93.15,72.075,24.989,6.7738,423.36,523.14,80,7,5
107.79,125.83,140.83,14.522,6.9071,548.47,356.62,47,9,5
129.72,110.69,105.54,20.11,18.135,544.14,394.28,123,13,5
85.083,93.977,100.25,-2.4038,20.931,584.1,368.6,520,25,5
138.43,75.214,65.761,23.142,9.2386,555.19,513.63,117,24,5
101.06,53.835,49.339,15.068,7.9737,560.6,548.86,127,4,5
80.407,49.07,49.095,0.48358,20.054,585.85,518.1,273,3,5
54.873,52.085,43.662,19.566,3.7083,547.07,715.17,71,4,6
54.076,50.046,44.018,36.009,1.7562,581.88,723.54,961,5,6
254.98,254.98,254.98,87.022,0.036841,23.548,284.91,1447,0,1
255,254.99,255,86.713,0.010761,21.538,432.4,4025,0,1
254.91,254.93,254.88,76.25,0.17817,164,553.35,144,0,1
254.98,254.98,254.98,88.43,0.031587,64.059,515.7,3314,0,1
254.66,254.52,254.47,85.708,0.21603,39.205,683,4645,0,1
255,255,255,86.216,0,21.77,764.9,3282,0,1
254.99,254.99,254.99,88.854,0.018718,54.302,570.27,5347,0,1
38.909,53,45.636,-19.675,58.851,121.55,16.364,11,62,2
15.431,23.722,19.903,5.889,11.139,223.29,33.986,72,7,2
35.475,51.025,35.75,-2.8364,20.619,352.5,19.2,40,33,2
184.17,131.74,94.4,-3.3104,15.166,324.8,540.94,35,16,3
225.28,178.72,127.84,-1.5811,16.442,322.06,658.84,32,35,3
200.08,148.46,99.833,7.0293,17.512,453.54,681.54,24,26,3
239.73,204.04,174.25,21.087,8.9811,169.34,664.59,71,12,3
229.27,184.43,142.78,6.3028,13.446,259.53,704.64,90,13,3
210.65,157,105.87,7.001,14.807,410.35,723.45,31,18,3
173,118.91,79.343,1.7419,23.52,564.37,748.23,35,40,3
79.934,55.682,39.228,20.279,7.8162,561.99,681.53,289,10,3
35.136,28.15,29.884,7.8616,2.9321,564.31,638.6,147,3,3
154.99,108.78,78.641,-1.4793,9.9339,444.6,534.51,78,15,3
185.59,159.71,125.82,34.786,17.718,356.12,492.41,17,21,3
201.36,163.04,127.56,11.886,11.777,215.32,489.04,25,13,3
138.4,107.9,89.776,30.448,62.442,178.16,189.79,58,27,3
215.2,171.68,136.65,-0.28093,17.495,80.8,204.72,40,27,3
186.56,144.22,110.3,-4.2353,17.982,348.99,182.32,91,13,3
152,104.02,69.589,4.391,7.5495,542.54,179.11,56,10,3
159.87,109.62,75.319,-1.2118,11.093,542.81,336.1,69,18,3
158.57,108.34,71.741,1.3281,10.65,544.86,375.17,58,24,3
80.157,51.035,37.052,1.3726,6.4069,563.8,418.06,115,15,3
148.46,101.73,69.675,-0.42201,7.3054,545.6,493.25,117,10,3
91.061,59.031,36.399,5.7616,6.1078,509.53,6.4356,163,5,3
189.33,136.43,89.667,6.3724,15.69,499.4,735.03,30,14,3
129.56,111.89,109.12,-1.3365,31.173,584.54,533.88,154,3,3
100.22,86.577,88.831,5.5089,19.299,587.94,576.58,142,7,3
154.02,151.27,165.58,21.785,13.457,76.824,235.39,255,23,4
229.66,217.08,213.45,-4.1734,6.9008,86.421,328.66,38,7,4
207.67,202.69,203.43,-6.7282,19.504,137.24,338.78,51,20,4
177.03,168.68,175.86,-2.295,22.068,142.48,262.14,98,18,4
230.46,219.46,217.15,-3.4196,6.6112,102.1,413.54,39,11,4
222.55,214.94,214.28,-4.1137,15.962,144.83,452.51,53,27,4
209.8,199.8,199.1,-1.6258,15.907,205.25,540.2,20,27,4
207,195.78,190.57,-10.622,12.55,201.92,600.86,74,17,4
231.02,227.37,235.68,21.456,12.546,157.73,627.02,60,13,4
234.53,224,220.11,2.0796,5.8573,107.61,658.19,57,12,4
229.02,217.66,215.49,9.8829,4.8004,127.81,785.26,135,4,4
226.25,216,214.63,16.079,5.0226,131.1,726.19,52,7,4
210.1,201.13,201.41,-0.42188,14.451,156.97,715.05,80,23,4
215.37,213.74,214.56,23.7,15.375,14.074,139.04,27,31,4
222.45,220.24,219.83,13.477,7.477,5,42.31,29,7,4
216.17,212.75,210.91,-1.6696,13.174,18.698,217.32,53,27,4
192.82,199.51,214.77,-14.134,6.5056,49.692,234.15,39,8,4
198.81,195.39,185.09,7.3972,30.658,50.759,47.536,377,4,5
179.1,176.3,168.89,23.697,34.246,58.362,87.785,312,0,5
137.56,136.9,132.46,1.5817,47.914,52.328,117.13,134,5,5
224.41,223.38,223,6.7495,25.468,111.55,282.18,125,1,5
232.17,229.82,227.41,5.1195,20.92,118.88,396.63,241,1,5
181.52,159.25,151.17,4.3212,22.59,265.39,580.25,324,15,5
148.15,111.41,88.543,-10.959,30.581,270.14,648.63,414,50,5
212.27,210.99,214.56,-4.7374,27.37,141.58,755.78,284,5,5
144.77,135.42,130.78,-0.96964,26.934,86.756,374.21,209,22,5
157.35,146.6,105.02,40.906,51.55,211.48,384.15,48,136,5
156.02,134.23,90.452,-26.787,11.004,209.28,345.63,363,28,5
201.52,185.81,131.15,1.0606,24.215,197.91,241.64,67,7,5
80.939,66.101,54.374,20.261,2.1746,193.68,159.82,99,4,5
38.077,34.231,36.231,15.586,3.1612,352.79,141.74,39,5,5
69.465,68.551,65.33,11.868,7.5869,345.62,233.14,548,5,5
114.13,112.57,103.23,-4.378,7.9027,353.13,308.64,382,10,5
108.41,107.59,99.481,9.6228,19.405,359.51,346.41,104,41,5
81.805,86.281,89.232,-0.93862,9.7277,340.86,382.42,185,19,5
82.029,80.737,75.788,-20.016,17.955,363.01,462.4,452,10,5
102.57,104.27,106.97,-2.5028,18.229,540.29,295.2,254,19,5
112.58,115.99,117.54,24.8,11.134,543.41,260.42,385,17,5
51.187,53.891,61.171,19.583,9.4716,518.45,208.14,193,30,5
85.483,42.021,24.538,31.223,8.2483,519.63,54.717,145,9,5
98.954,107.38,76.346,10.654,5.907,513.1,88.292,130,4,5
127.37,114.8,89.147,31.35,32.547,517.05,129.55,109,25,5
151.86,154.06,149.37,32.473,12.658,565.31,274.49,140,7,5
51.843,50.853,43.951,12.976,13.818,571.39,76.951,102,19,5
67.812,49.376,41.257,-1.0582,9.2713,400.72,562.5,101,18,5
63.239,51.639,50.683,-4.8153,11.261,399.35,601.18,180,7,5
95.669,73.662,61.283,-1.5844,13.1,399.43,630.72,145,26,5
251.53,251.85,251.88,76.415,1.3394,66.9,16.346,622,0,1
253,254,255,85.274,0,17.441,29.7,2152,0,1
250.61,251.69,253.6,67.092,1.7441,107.88,78.166,519,0,1
252.47,253.5,254.99,82.706,0.1254,66.433,113.08,1790,0,1
251.57,253.53,254.95,58.648,0.46269,101.4,168.72,116,0,1
252.79,253.79,255,86.389,0.045102,52.527,279.05,4927,0,1
252.74,253.86,254.95,82.607,0.14354,87.655,259.47,1413,0,1
252.62,253.64,254.99,82.663,0.099539,22.074,399.16,3171,0,1
250.57,253.03,254.97,78.579,0.1763,102.45,418.94,2825,0,1
249.89,252.79,254.95,76.521,0.1978,39.254,508.51,7808,1,1
248.31,252.07,254.76,52.721,1.0337,140.07,530.01,91,1,1
248.53,252.09,254.95,79.875,0.13614,34.105,624.83,7446,0,1
246.34,250.58,254.59,74.612,0.28713,106.99,657.75,2101,0,1
246.48,249.58,254.43,80.422,0.15158,51.99,780.18,1823,0,1
243.91,249.21,254.1,65.594,0.4881,132.97,788.41,469,0,1
250.72,253.09,254.99,75.537,0.19121,108.89,466.69,2458,0,1
79.475,109.13,69.197,-9.5048,30.229,343.77,302.02,61,36,2
77.463,106.49,63.175,-14.25,29.307,292.04,341.09,80,59,2
41.904,54.538,28.269,13.411,21.523,354.16,380.38,104,15,2
116.3,137.74,80.947,-3.6462,33.153,276.86,403.53,76,47,2
57.429,73.971,44.843,3.1143,35.107,361.9,440.79,70,51,2
78.789,109.08,58.605,1.3719,34.353,271.95,463,38,62,2
99.85,128.18,68.25,-11.617,38.332,316.05,510.93,40,19,2
99.977,124.75,81.25,-18.022,39.3,381.98,494.11,44,38,2
79.912,100.94,63.176,-1.2511,28.984,466.62,656,34,29,2
102.97,146.28,48.172,-23.473,32.589,446.1,770.91,58,43,2
100.77,108.11,66.681,8.261,20.221,440.7,616.77,47,15,2
244.63,225.13,206.65,13.405,6.7936,106.57,23.513,193,15,3
253.41,239.11,219.59,-3.9873,2.9113,237.38,46.405,37,5,3
249.34,233.13,211.99,11.28,6.7113,269.42,44.53,166,9,3
249.44,235.53,214,-0.54461,8.9398,260.63,13.781,32,18,3
249.12,237.37,219.07,7.6886,8.489,260.07,107.07,41,17,3
250.38,242.93,225.25,4.5898,7.4949,244.18,145.24,55,12,3
247.91,231.27,211.9,11.586,7.0731,296.49,134.56,70,7,3
241.49,222.86,199.78,4.4534,9.6984,353.15,130.2,88,19,3
231.81,213.38,195.47,1.1542,9.1226,395.4,131.93,68,11,3
230.04,203.61,182.32,-9.0055,9.6899,449.86,132.54,28,9,3
231.22,209.08,186.41,16.434,4.9475,457.65,90.843,51,9,3
235.34,208.24,184,33.331,9.265,455.28,43.483,29,10,3
239.91,218.08,197.49,-4.0879,10.69,416.06,52.218,78,12,3
243.25,221.97,198.7,-0.30687,9.5791,373.17,24.833,60,21,3
243.52,225.45,208.79,5.0027,12.966,362.59,96.931,29,19,3
250.05,233.78,211.41,5.5307,6.8188,298.99,56.198,81,15,3
248.51,232.43,210.63,9.9493,8.4617,294.65,26.413,75,5,3
249.89,240.31,222.71,17.173,7.1006,241.2,182.36,70,9,3
250.8,241.93,224.22,16.916,5.3935,265.5,185.54,46,13,3
248.49,240.07,227.05,9.9175,8.6248,264.23,222.88,43,16,3
249.58,239.14,219.95,-3.8257,8.174,237.3,263.47,43,13,3
228.2,206.62,191.46,5.6484,10.258,365.47,211.57,76,10,3
243.78,226.04,205.51,3.6131,9.3184,316.16,176.78,81,21,3
223.1,201.45,184.65,-0.27018,16.475,408.56,170.72,82,41,3
210.02,190.56,171.1,4.8369,13.11,464,213.5,48,20,3
195.55,172.41,149.71,8.7546,10.103,466.06,273.3,66,16,3
146.48,121.24,102.54,-7.1622,15.784,439.67,366.58,92,20,3
183.67,135.02,87.948,2.4953,13.997,453.95,389.74,58,15,3
197.36,159.39,118.89,-0.23022,10.162,457.29,444.57,28,12,3
175.09,139.98,109.14,5.0592,16.162,463.84,515.36,58,33,3
157.78,123.47,89,12.744,10.229,469.34,567.91,68,13,3
206.63,178.95,157.23,-8.5957,15.486,377.78,604.01,88,12,3
209.1,184.13,170.94,3.1646,18.968,325.08,611.52,48,26,3
185.38,173.47,168.77,-2.2126,22.789,263.5,615.28,128,15,3
245.65,228.44,208.18,3.3069,6.7642,282.42,567.89,66,15,3
207.95,190.51,179,-2.8549,12.735,284.84,632.95,37,15,3
177.94,150.89,132.86,10.596,14.881,382.6,634.26,35,16,3
248.33,235.04,212.59,-2.1357,10.396,315.47,659.14,51,16,3
251,235.92,215.43,8.7891,6.0064,276.35,721.05,63,10,3
244.27,228.21,206.31,5.8562,14.286,315.05,706.72,151,3,3
247.09,229.93,209.16,13.74,7.9245,273.88,782.03,69,20,3
248.84,232.13,211.93,2.5658,6.2876,317.48,723.83,141,10,3
245.14,228.08,203.25,-5.2298,9.478,379.93,737.4,85,15,3
