@RELATION train_nonumpixels

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute x_region REAL
@attribute y_region REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
225.21,206.03,189,75.594,12.266,246.56,520.44,25,3
210.68,186.95,167.03,0.72192,14.731,304.56,524.69,13,3
212.04,188.64,168.45,60.315,16.114,347.04,516.49,20,3
214.59,186.8,167.42,74.518,15.177,373.95,516.92,23,3
241.06,219.92,193.68,30.323,15.257,365.06,479.35,24,3
241.86,219.09,195.35,-22.537,93.364,368.96,431.56,13,3
245.36,224.46,198.91,13.926,10.839,315.19,429.74,10,3
230.97,206.63,181.53,18.405,11.294,460.63,417.32,14,3
247.55,227.89,202.83,0.040617,89.969,416.76,441.86,11,3
229.79,205.92,181.45,10.467,15.933,464.24,448.47,22,3
227.72,203.5,180.55,9.348,95.585,461.75,495.16,15,3
216.34,194.57,172.06,-34.924,12.366,422.77,516.97,31,3
241.7,222.3,198.79,10.148,12.492,464.64,561.66,11,3
247.62,223.3,193.7,80.275,80.629,389.84,559.23,20,3
246.15,227.36,203.26,-0.28442,10.885,337.38,566.1,17,3
249.19,231.05,206.76,24.501,53.883,261,571,7,3
248.38,229.9,205.26,97.225,91.746,269.66,603.6,14,3
249,237,216,19.46,74.729,246.3,642.1,16,3
248.3,231.23,208.27,14.794,73.055,282.55,645.27,12,3
250.82,232.45,207.75,10.608,59.918,266.82,691.95,11,3
248.37,229.79,200.39,-0.74777,74.043,259.7,755.03,18,3
249.92,232.63,209.13,-13.825,55.041,252.43,743.58,8,3
247.17,231.31,205.53,97.865,13.084,295.81,738.72,18,3
242.72,219.18,192.27,0.62732,11.086,354.39,739.43,19,3
245.94,221.86,196.77,94.816,11.129,358.54,720.43,19,3
248.84,233.81,207.81,47.646,92.895,372.65,665.32,8,3
246.83,223.52,197.19,-0.096114,77.439,390.15,633.79,11,3
242.87,221.32,197.9,49.015,92.102,418.16,654.81,13,3
202.67,179.26,157.91,-24.092,15.854,444.42,733.73,23,3
241.7,216.55,182.45,-0.9348,10.839,369.95,769.45,13,3
247.95,229.8,201.15,26.113,11.69,315.75,764.7,21,3
251.41,231.32,202.86,-11.416,56.373,277.34,765.77,7,3
250.96,234.93,209.87,-4.568,65.121,279.67,791.16,8,3
249.24,233.38,208.43,69.008,9.199,314.71,646.38,14,3
248.76,233.24,207.57,88.761,81.331,363.52,582.19,17,3
200.7,189.74,182.9,-6.278,20.968,137.77,18.082,22,4
199.16,186.16,178.41,-11.921,17.333,172.49,44.02,22,4
189.91,178.2,173.87,1.653,17.803,148.7,71.627,29,4
199.44,187.15,180.12,-28.763,14.357,170.84,93.415,10,4
204.39,190.16,184.92,-56.697,15.546,162.67,113.44,25,4
209.9,200.23,198.52,-97.723,18.767,122.29,126.42,39,4
204.19,190.15,184.09,36.393,23.599,159.87,136.02,30,4
206.74,193.89,189.25,47.335,17.348,154.89,196.61,19,4
202.91,191.58,184.28,-71.609,18.318,123.03,205.73,19,4
204.26,192.12,186.91,38.436,18.775,137.61,270.48,20,4
204.66,192.09,188.35,29.493,18.733,160.08,247.23,14,4
203.08,190.19,184.69,52.054,22.268,140.67,225.11,43,4
199.23,186.62,180.3,38.721,15.131,191.95,261.73,12,4
201.8,186.96,182.13,27.688,18.425,198.38,160.44,30,4
199.19,185.37,181.33,13.049,84.483,198.54,293.64,12,4
200.57,186.29,181.14,13.616,21.427,210.07,412.21,17,4
141.52,137.03,143.87,13.641,12.458,221.29,519.97,21,4
198.74,188,180.04,-30.437,18.766,211.3,552.7,16,4
195.69,186.15,182.23,-18.982,32.287,208.38,641.38,31,4
190.07,178.43,173.36,-0.49082,10.362,215,723,18,4
193.34,182.39,180.68,20.678,16.941,182.44,531.89,24,4
166.51,156.68,155.75,-57.181,22.009,170.12,492.86,18,4
208.55,199.82,194.61,-2.262,20.656,166.89,418.04,41,4
199.43,186.17,182.35,13.422,20.487,163.48,358.13,36,4
208.65,197.24,193.16,32.485,15.21,151.8,317.84,13,4
202.6,193.72,188.64,-86.862,14.84,162.11,570.51,16,4
203.41,196.32,190.36,-20.671,18.771,167,645.23,14,4
206.57,198.02,194.1,0.36605,11.928,136.04,628.46,35,4
204.42,191.12,185.49,-13.806,15.966,174.88,723.14,16,4
195.72,185.85,181.44,10.001,21.889,176.54,778.27,20,4
151.91,161.21,167.67,0.17545,59.441,198.73,12.455,58,5
182.29,186.45,182.52,41.485,37.683,200.2,110.39,3,5
223.72,231.76,239.72,20.922,33.737,199.28,211.31,4,5
77.11,68.801,71.618,19.827,29.04,214.18,355.12,12,5
232.04,232.41,229.17,8.76,20.638,208.37,473.04,2,5
229.25,235.21,241.64,10.653,53.144,207.82,584.04,11,5
204.83,210.01,210.24,-0.88666,36.493,211.23,687.38,8,5
219.47,221.35,219.21,-51.768,23.868,220.73,789.99,5,5
74.059,72.468,75.285,-10.873,29.379,219.82,13.742,3,5
89.427,85.864,83.68,-27.608,31.903,213.91,111.39,21,5
97.728,92.148,95.123,24.384,11.181,225.37,205.57,7,5
164.45,153.27,146.64,75.232,29.065,234.5,229.69,6,5
184.35,181,174.34,35.446,39.457,235.1,332.38,36,5
178.99,181.03,183.61,-19.285,37.01,237.4,357.21,34,5
142.68,137.94,130.4,-27.708,46.829,232.05,457.59,41,5
124.94,122.87,118.52,-1.583,42.797,234.7,491.69,49,5
100.06,96.543,97.343,42.309,12.164,235.49,587.91,10,5
98.245,93.113,91.17,-20.877,11.507,234.83,600.26,12,5
92.777,92.146,88.062,99.651,26.444,239.8,681.8,14,5
117.86,124.78,128.95,-37.218,35.057,244.11,700.27,21,5
131.6,122.29,116.26,18.723,35.018,250.55,781.99,15,5
171.44,166.17,160.64,-18.107,42.491,300.13,786.49,23,5
194.71,185.97,177.18,-28.004,28.2,316.76,780.46,6,5
121.34,116.86,115.41,-20.542,50.379,300.07,698.82,69,5
107.98,108.34,109.74,94.929,48.665,314.52,700.57,102,5
100.77,95.307,85.737,13.964,27.394,321.24,682.06,6,5
86.221,82.398,78.558,76.348,29.493,296.81,686.57,7,5
151.85,149.14,149.92,24.995,38.819,298.74,598.38,39,5
184.51,179.29,168.6,0.49962,25.993,286.85,478.12,53,5
123.31,118.07,113.06,80.882,32.001,298.77,462.56,4,5
111.26,100.29,93.701,99.835,26.201,327.58,462.29,5,5
130.13,129,137.38,25.538,34.711,319.86,479.29,84,5
184.18,177.16,165.96,-36.675,36.772,288.13,367.21,74,5
176.86,169.12,156.67,44.018,40.577,290.81,332.02,39,5
214.5,217.57,217.83,-0.09953,12.904,317.89,337.88,26,5
206.66,209.38,209.25,33.225,16.092,315.93,356.93,12,5
181.68,177.52,168.43,20.877,42.24,276.82,215.9,20,5
204.62,196.54,182.62,47.415,39.878,278.65,189.71,13,5
204.05,201.94,198.59,90.142,30.079,296.57,196.18,20,5
205.4,206.89,208.28,50.365,23.289,300.49,219.08,15,5
231.77,237.74,236.15,-17.585,10.115,287.26,102.87,22,5
158.23,155.84,158.5,25.674,24.917,287.5,60.957,19,5
200.91,197.02,191.59,21.448,17.342,310.79,19.379,17,5
167.69,163.75,157.44,-21.562,39.14,381.56,199.21,22,5
171.46,168.81,161.39,36.199,46.201,378.3,214.5,19,5
205.57,212.29,213.57,13.702,19.088,407.64,214.64,26,5
181.65,179.86,175.68,87.604,34.171,398.95,191.13,8,5
161.62,169.35,171.3,0.72297,14.032,427.26,310.47,18,5
168.98,166.03,156.74,72.808,49.842,392,458.16,13,5
163.7,156.02,150.98,-1.386,52.103,393.96,492.46,26,5
175.05,170.84,169.57,-20.686,38.619,409.88,489.21,13,5
192.72,192.71,188.73,-11.907,28.612,410.47,461.48,15,5
157.28,153.49,152.11,-67.011,40.483,395.97,689.51,34,5
178.95,170.22,161.03,-28.142,39.593,392.87,714.21,22,5
170.43,166.8,167.33,-88.806,37.529,415.74,711.85,8,5
173.92,175.56,181.1,11.314,27.078,428.38,692.6,17,5
133.93,107.02,102.88,27.351,10.984,410.7,376.05,10,6
144.61,119.19,108.52,11.385,22.606,459.84,366.71,14,6
94.222,69.833,59.278,13.84,82.579,421.83,584.42,12,6
126.1,102.64,94.923,21.403,59.39,457.21,590.62,16,6
129.14,100.81,98.286,20.177,87.124,397.39,94.314,10,6
84.225,68.969,68.425,11.91,86.862,456.47,89.533,3,6
255,255,255,85.063,0,16.991,26.209,0,1
234.13,235.59,234.53,57.188,67.846,63.648,202.49,0,1
255,254.98,255,86.494,0.033623,26.789,402.8,0,1
254.99,254.99,254.99,88.409,0.023059,39.821,653.43,0,1
255,255,255,83.78,0,13.06,778.9,0,1
54.27,67.445,34.607,0.93609,24.813,224.04,51.825,10,2
62.49,78.25,48.587,-13.587,31.502,332.21,181.21,38,2
54.625,59.65,32.95,-12.585,22.564,517.73,265.93,20,2
48.492,49.712,28.475,82.992,16.523,412.83,140.56,27,2
40.585,50.6,28.262,37.123,18.083,310.26,36.954,29,2
41.659,44.474,27.97,30.083,92.294,474.45,78.956,10,2
34.595,32.818,14.027,17.433,82.659,572.06,90.953,7,2
54.853,64.872,43.422,-62.931,17.877,572.72,233.34,16,2
45.438,49.462,29.015,11.686,14.174,460.42,618.95,24,2
41.169,45.195,28.852,13.384,13.919,331.07,549.47,7,2
57.87,63.222,32.185,62.314,24.46,224.01,614.87,52,2
56.311,63.144,39.122,0.71946,16.395,219.63,700.31,41,2
83.122,89.135,58.601,70.819,22.534,105.64,771.34,40,2
48.051,49.847,35.017,70.756,80.919,160.17,700.53,4,2
53.294,58.012,36.976,58.779,20.467,227.39,767.28,25,2
58.443,54.304,39.47,-15.016,35.427,364.28,727.3,90,2
192.04,165.46,157.46,14.911,12.763,141.96,65.964,9,3
186.94,155.09,146.54,6.781,10.25,194.72,162.76,22,3
175.3,142.58,135.07,-15.753,12.398,120.67,199.4,13,3
192.41,156.33,147.48,12.785,12.626,191.8,278.74,22,3
201.55,174.86,165.93,89.902,13.389,126.43,343.4,19,3
197.26,164.4,153.09,-0.76814,15.124,194.4,363.89,15,3
195.45,161.16,152.16,15.736,14.317,187.23,463.58,18,3
193.27,161.34,150.05,-1.169,12.058,181.89,549.1,27,3
160.04,140.45,136.57,-0.2658,31.255,126.1,477.11,10,3
182.98,162.47,156.32,40.215,11.866,104.68,535.45,17,3
181.09,167.48,165.14,-48.888,19.225,132.18,617.82,31,3
178.28,155.05,144.75,-16.397,19.405,136.28,652.12,21,3
173.46,139.01,119.89,0.9512,13.444,291.49,307.6,19,3
172.91,148.85,135.38,93.912,20.567,319.58,367.23,17,3
174.29,144.86,123.94,0.097472,14.319,409.27,353.08,23,3
158.71,125.61,109.43,33.541,17.181,481.35,434.31,60,3
144.75,113.72,102.04,85.223,15.901,556.64,444.13,13,3
167.83,129.89,112.2,0.29145,12.466,575.12,624.89,28,3
157.44,113.63,94.704,13.906,10.243,569.56,766.33,18,3
171.38,146.89,134.23,79.053,23.04,321.91,451.86,25,3
162.95,139.6,125.79,80.346,19.27,395.35,488.21,28,3
189.25,155.75,147.51,92.622,11.207,193.37,215.24,19,3
83.686,63.134,52.18,13.094,11.841,237.45,305.32,30,3
193.43,197.02,193.59,-4.559,14.947,88,17.606,19,4
131.12,134.15,134.76,-23.112,12.811,89.418,205.82,17,4
135.56,139.56,140.56,19.057,9.555,81.778,436.44,16,4
140,140.33,139.17,-27.925,12.728,104.07,666.07,23,4
142.89,135.45,130.59,0.15382,22.426,102.29,309.98,23,4
187.11,190.89,188.77,88.076,20.666,56.221,546.19,36,4
138.5,141.04,135.46,-31.679,22.337,108.38,78,25,4
152.79,163.18,165.17,13.153,23.222,154.23,14.135,10,5
161.47,162.14,161.26,-18.944,38.458,92.172,94.103,33,5
179.51,188.53,188.44,7.627,66.195,84.695,337.86,6,5
177.56,181.09,182.92,29.539,63.521,69.227,549.81,7,5
147.28,141.09,141.24,26.059,24.846,146.52,107.05,0,5
139.49,139.54,143.99,25.09,24.568,143.46,159.07,0,5
175.61,184.35,190.28,13.273,16.194,148.7,220.43,5,5
186.17,196.79,205.5,44.19,0.97647,153.63,260.14,1,5
201.14,212.92,221.47,35.256,86.042,144.28,287.2,6,5
188.1,202.36,210.94,21.124,37.396,148.97,388.72,1,5
186.62,202.26,213.09,61.544,0.83103,149.49,414.96,0,5
194.15,211.27,222.47,59.876,51.505,140.12,457.51,1,5
181.09,180.01,182.18,17.028,14.923,154.8,511.85,1,5
199.01,215.1,225.51,51.864,0.71832,133.06,547.67,1,5
204.99,219.27,228.64,43.195,37.898,141.22,569.94,0,5
172.81,174.2,181.11,25.741,17.977,228.23,505.38,5,5
153.75,145.46,141.18,51.595,29.663,288.09,502.28,3,5
157.85,154.36,153.57,24.458,24.835,288.03,438.75,1,5
194.03,207.53,217.01,48.942,18.447,240.93,418.78,1,5
207.97,208.25,220.35,38.338,20.241,242.7,456.76,4,5
71.179,57.41,51.218,-40.061,20.489,381.67,414.55,22,5
60.166,57.73,50.038,45.479,22.977,381.44,442.95,8,5
60.859,53.634,42.127,72.099,98.538,422.01,437.24,13,5
196.13,201.99,202.81,12.158,90.927,259.71,265.68,14,5
51.941,39.882,32.059,14.765,46.055,256.71,234.41,6,5
147.14,158.26,166.22,85.669,36.864,287.17,260.93,2,5
110.55,93.15,72.075,24.989,67.738,423.36,523.14,7,5
107.79,125.83,140.83,14.522,69.071,548.47,356.62,9,5
129.72,110.69,105.54,20.11,18.135,544.14,394.28,13,5
85.083,93.977,100.25,-24.038,20.931,584.1,368.6,25,5
138.43,75.214,65.761,23.142,92.386,555.19,513.63,24,5
101.06,53.835,49.339,15.068,79.737,560.6,548.86,4,5
80.407,49.07,49.095,0.48358,20.054,585.85,518.1,3,5
54.873,52.085,43.662,19.566,37.083,547.07,715.17,4,6
54.076,50.046,44.018,36.009,17.562,581.88,723.54,5,6
254.98,254.98,254.98,87.022,0.036841,23.548,284.91,0,1
255,254.99,255,86.713,0.010761,21.538,432.4,0,1
254.91,254.93,254.88,76.25,0.17817,164,553.35,0,1
254.98,254.98,254.98,88.43,0.031587,64.059,515.7,0,1
254.66,254.52,254.47,85.708,0.21603,39.205,683,0,1
255,255,255,86.216,0,21.77,764.9,0,1
254.99,254.99,254.99,88.854,0.018718,54.302,570.27,0,1
38.909,53,45.636,-19.675,58.851,121.55,16.364,62,2
15.431,23.722,19.903,5.889,11.139,223.29,33.986,7,2
35.475,51.025,35.75,-28.364,20.619,352.5,19.2,33,2
184.17,131.74,94.4,-33.104,15.166,324.8,540.94,16,3
225.28,178.72,127.84,-15.811,16.442,322.06,658.84,35,3
200.08,148.46,99.833,70.293,17.512,453.54,681.54,26,3
239.73,204.04,174.25,21.087,89.811,169.34,664.59,12,3
229.27,184.43,142.78,63.028,13.446,259.53,704.64,13,3
210.65,157,105.87,7.001,14.807,410.35,723.45,18,3
173,118.91,79.343,17.419,23.52,564.37,748.23,40,3
79.934,55.682,39.228,20.279,78.162,561.99,681.53,10,3
35.136,28.15,29.884,78.616,29.321,564.31,638.6,3,3
154.99,108.78,78.641,-14.793,99.339,444.6,534.51,15,3
185.59,159.71,125.82,34.786,17.718,356.12,492.41,21,3
201.36,163.04,127.56,11.886,11.777,215.32,489.04,13,3
138.4,107.9,89.776,30.448,62.442,178.16,189.79,27,3
215.2,171.68,136.65,-0.28093,17.495,80.8,204.72,27,3
186.56,144.22,110.3,-42.353,17.982,348.99,182.32,13,3
152,104.02,69.589,4.391,75.495,542.54,179.11,10,3
159.87,109.62,75.319,-12.118,11.093,542.81,336.1,18,3
158.57,108.34,71.741,13.281,10.65,544.86,375.17,24,3
80.157,51.035,37.052,13.726,64.069,563.8,418.06,15,3
148.46,101.73,69.675,-0.42201,73.054,545.6,493.25,10,3
91.061,59.031,36.399,57.616,61.078,509.53,64.356,5,3
189.33,136.43,89.667,63.724,15.69,499.4,735.03,14,3
129.56,111.89,109.12,-13.365,31.173,584.54,533.88,3,3
100.22,86.577,88.831,55.089,19.299,587.94,576.58,7,3
154.02,151.27,165.58,21.785,13.457,76.824,235.39,23,4
229.66,217.08,213.45,-41.734,69.008,86.421,328.66,7,4
207.67,202.69,203.43,-67.282,19.504,137.24,338.78,20,4
177.03,168.68,175.86,-2.295,22.068,142.48,262.14,18,4
230.46,219.46,217.15,-34.196,66.112,102.1,413.54,11,4
222.55,214.94,214.28,-41.137,15.962,144.83,452.51,27,4
209.8,199.8,199.1,-16.258,15.907,205.25,540.2,27,4
207,195.78,190.57,-10.622,12.55,201.92,600.86,17,4
231.02,227.37,235.68,21.456,12.546,157.73,627.02,13,4
234.53,224,220.11,20.796,58.573,107.61,658.19,12,4
229.02,217.66,215.49,98.829,48.004,127.81,785.26,4,4
226.25,216,214.63,16.079,50.226,131.1,726.19,7,4
210.1,201.13,201.41,-0.42188,14.451,156.97,715.05,23,4
215.37,213.74,214.56,23.7,15.375,14.074,139.04,31,4
222.45,220.24,219.83,13.477,7.477,5,42.31,7,4
216.17,212.75,210.91,-16.696,13.174,18.698,217.32,27,4
192.82,199.51,214.77,-14.134,65.056,49.692,234.15,8,4
198.81,195.39,185.09,73.972,30.658,50.759,47.536,4,5
179.1,176.3,168.89,23.697,34.246,58.362,87.785,0,5
137.56,136.9,132.46,15.817,47.914,52.328,117.13,5,5
224.41,223.38,223,67.495,25.468,111.55,282.18,1,5
232.17,229.82,227.41,51.195,20.92,118.88,396.63,1,5
181.52,159.25,151.17,43.212,22.59,265.39,580.25,15,5
148.15,111.41,88.543,-10.959,30.581,270.14,648.63,50,5
212.27,210.99,214.56,-47.374,27.37,141.58,755.78,5,5
144.77,135.42,130.78,-0.96964,26.934,86.756,374.21,22,5
157.35,146.6,105.02,40.906,51.55,211.48,384.15,136,5
156.02,134.23,90.452,-26.787,11.004,209.28,345.63,28,5
201.52,185.81,131.15,10.606,24.215,197.91,241.64,7,5
80.939,66.101,54.374,20.261,21.746,193.68,159.82,4,5
38.077,34.231,36.231,15.586,31.612,352.79,141.74,5,5
69.465,68.551,65.33,11.868,75.869,345.62,233.14,5,5
114.13,112.57,103.23,-4.378,79.027,353.13,308.64,10,5
108.41,107.59,99.481,96.228,19.405,359.51,346.41,41,5
81.805,86.281,89.232,-0.93862,97.277,340.86,382.42,19,5
82.029,80.737,75.788,-20.016,17.955,363.01,462.4,10,5
102.57,104.27,106.97,-25.028,18.229,540.29,295.2,19,5
112.58,115.99,117.54,24.8,11.134,543.41,260.42,17,5
51.187,53.891,61.171,19.583,94.716,518.45,208.14,30,5
85.483,42.021,24.538,31.223,82.483,519.63,54.717,9,5
98.954,107.38,76.346,10.654,5.907,513.1,88.292,4,5
127.37,114.8,89.147,31.35,32.547,517.05,129.55,25,5
151.86,154.06,149.37,32.473,12.658,565.31,274.49,7,5
51.843,50.853,43.951,12.976,13.818,571.39,76.951,19,5
67.812,49.376,41.257,-10.582,92.713,400.72,562.5,18,5
63.239,51.639,50.683,-48.153,11.261,399.35,601.18,7,5
95.669,73.662,61.283,-15.844,13.1,399.43,630.72,26,5
251.53,251.85,251.88,76.415,13.394,66.9,16.346,0,1
253,254,255,85.274,0,17.441,29.7,0,1
250.61,251.69,253.6,67.092,17.441,107.88,78.166,0,1
252.47,253.5,254.99,82.706,0.1254,66.433,113.08,0,1
251.57,253.53,254.95,58.648,0.46269,101.4,168.72,0,1
252.79,253.79,255,86.389,0.045102,52.527,279.05,0,1
252.74,253.86,254.95,82.607,0.14354,87.655,259.47,0,1
252.62,253.64,254.99,82.663,0.099539,22.074,399.16,0,1
250.57,253.03,254.97,78.579,0.1763,102.45,418.94,0,1
249.89,252.79,254.95,76.521,0.1978,39.254,508.51,1,1
248.31,252.07,254.76,52.721,10.337,140.07,530.01,1,1
248.53,252.09,254.95,79.875,0.13614,34.105,624.83,0,1
246.34,250.58,254.59,74.612,0.28713,106.99,657.75,0,1
246.48,249.58,254.43,80.422,0.15158,51.99,780.18,0,1
243.91,249.21,254.1,65.594,0.4881,132.97,788.41,0,1
250.72,253.09,254.99,75.537,0.19121,108.89,466.69,0,1
79.475,109.13,69.197,-95.048,30.229,343.77,302.02,36,2
77.463,106.49,63.175,-14.25,29.307,292.04,341.09,59,2
41.904,54.538,28.269,13.411,21.523,354.16,380.38,15,2
116.3,137.74,80.947,-36.462,33.153,276.86,403.53,47,2
57.429,73.971,44.843,31.143,35.107,361.9,440.79,51,2
78.789,109.08,58.605,13.719,34.353,271.95,463,62,2
99.85,128.18,68.25,-11.617,38.332,316.05,510.93,19,2
99.977,124.75,81.25,-18.022,39.3,381.98,494.11,38,2
79.912,100.94,63.176,-12.511,28.984,466.62,656,29,2
102.97,146.28,48.172,-23.473,32.589,446.1,770.91,43,2
100.77,108.11,66.681,8.261,20.221,440.7,616.77,15,2
244.63,225.13,206.65,13.405,67.936,106.57,23.513,15,3
253.41,239.11,219.59,-39.873,29.113,237.38,46.405,5,3
249.34,233.13,211.99,11.28,67.113,269.42,44.53,9,3
249.44,235.53,214,-0.54461,89.398,260.63,13.781,18,3
249.12,237.37,219.07,76.886,8.489,260.07,107.07,17,3
250.38,242.93,225.25,45.898,74.949,244.18,145.24,12,3
247.91,231.27,211.9,11.586,70.731,296.49,134.56,7,3
241.49,222.86,199.78,44.534,96.984,353.15,130.2,19,3
231.81,213.38,195.47,11.542,91.226,395.4,131.93,11,3
230.04,203.61,182.32,-90.055,96.899,449.86,132.54,9,3
231.22,209.08,186.41,16.434,49.475,457.65,90.843,9,3
235.34,208.24,184,33.331,9.265,455.28,43.483,10,3
239.91,218.08,197.49,-40.879,10.69,416.06,52.218,12,3
243.25,221.97,198.7,-0.30687,95.791,373.17,24.833,21,3
243.52,225.45,208.79,50.027,12.966,362.59,96.931,19,3
250.05,233.78,211.41,55.307,68.188,298.99,56.198,15,3
248.51,232.43,210.63,99.493,84.617,294.65,26.413,5,3
249.89,240.31,222.71,17.173,71.006,241.2,182.36,9,3
250.8,241.93,224.22,16.916,53.935,265.5,185.54,13,3
248.49,240.07,227.05,99.175,86.248,264.23,222.88,16,3
249.58,239.14,219.95,-38.257,8.174,237.3,263.47,13,3
228.2,206.62,191.46,56.484,10.258,365.47,211.57,10,3
243.78,226.04,205.51,36.131,93.184,316.16,176.78,21,3
223.1,201.45,184.65,-0.27018,16.475,408.56,170.72,41,3
210.02,190.56,171.1,48.369,13.11,464,213.5,20,3
195.55,172.41,149.71,87.546,10.103,466.06,273.3,16,3
146.48,121.24,102.54,-71.622,15.784,439.67,366.58,20,3
183.67,135.02,87.948,24.953,13.997,453.95,389.74,15,3
197.36,159.39,118.89,-0.23022,10.162,457.29,444.57,12,3
175.09,139.98,109.14,50.592,16.162,463.84,515.36,33,3
157.78,123.47,89,12.744,10.229,469.34,567.91,13,3
206.63,178.95,157.23,-85.957,15.486,377.78,604.01,12,3
209.1,184.13,170.94,31.646,18.968,325.08,611.52,26,3
185.38,173.47,168.77,-22.126,22.789,263.5,615.28,15,3
245.65,228.44,208.18,33.069,67.642,282.42,567.89,15,3
207.95,190.51,179,-28.549,12.735,284.84,632.95,15,3
177.94,150.89,132.86,10.596,14.881,382.6,634.26,16,3
248.33,235.04,212.59,-21.357,10.396,315.47,659.14,16,3
251,235.92,215.43,87.891,60.064,276.35,721.05,10,3
244.27,228.21,206.31,58.562,14.286,315.05,706.72,3,3
247.09,229.93,209.16,13.74,79.245,273.88,782.03,20,3
248.84,232.13,211.93,25.658,62.876,317.48,723.83,10,3
245.14,228.08,203.25,-52.298,9.478,379.93,737.4,15,3
244.34,224.17,200.85,14.322,11.24,374.44,781.29,7,3
242.75,227.98,209.27,-64.916,10.668,407.67,739.8,8,3
170.04,145.89,134.42,37.918,15.909,466.42,712.89,22,3
252.05,236.09,216.56,-46.426,54.852,275,667.05,9,3
203.9,189.9,187.57,19.963,11.93,173,17.143,13,4
207.87,197.76,195.11,-39.377,16.346,148.32,31.395,14,4
204.78,190.8,188.93,73.676,10.839,196.27,53.786,14,4
202.33,189.33,184.28,37.322,15.983,203.73,177.83,11,4
203.03,189.03,186.7,23.05,11.636,201.73,279.17,14,4
211.74,200,196.74,-0.40048,20.941,184.95,416.26,23,4
202.17,189.87,187.77,32.423,10.174,199.4,370.3,17,4
206.14,191.25,188.58,19.677,73.042,225.32,501.44,10,4
159.27,150.77,159.54,-77.479,25.899,227.92,597.08,29,4
201.24,190.31,190.62,-38.931,24.174,219.29,636.36,25,4
146.29,148.44,156.9,-10.248,20.532,195.59,600.53,8,4
192.73,179.45,178.33,25.034,17.694,216.44,721.13,31,4
195.92,185.39,183.29,-99.731,18.214,178.38,739.78,16,4
203.9,192.17,192.17,76.819,75.214,174.05,790.39,10,4
205.45,196.88,195.44,-0.085495,12.957,147.66,724.14,15,4
201.16,190.12,188.06,-56.897,14.332,176.46,664.74,13,4
213.04,204.72,202.46,66.734,20.286,179.86,531.51,19,4
210.81,200.81,199.05,-32.448,19.043,181.98,456.24,17,4
201.48,191.32,189.92,65.504,20.227,166.44,357.94,11,4
204.98,194.26,191.29,70.499,12.869,162.29,289.11,15,4
208.68,198.82,197.25,35.045,13.827,140.92,251.18,5,4
209.77,198.77,196.8,17.246,14.228,157.7,188.1,8,4
208.41,197.29,193.26,32.672,18.239,145.67,144.71,10,4
200.93,186.93,185.8,13.794,12.154,172.07,106.87,19,4
158.34,167.63,169.2,-18.691,24.826,200.86,12.516,27,5
179.09,185.68,187.48,0.55786,43.667,197.53,100.73,3,5
225.18,233.03,241.88,29.305,33.455,204.65,235.62,4,5
193.68,202.96,206.89,53.552,31.374,199.09,328.57,7,5
167.42,175.03,180.38,-28.437,48.638,225.48,547.77,64,5
206.38,210.88,209.56,17.625,27.491,215.18,678.46,9,5
204.26,205.14,203.56,-0.56668,37.338,216.04,766.67,22,5
137.72,144.05,154.64,-12.707,31.02,253.73,785.7,17,5
136.19,129.91,128.09,-97.795,41.846,253.98,762.33,12,5
88.513,86.8,87.923,-40.877,29.333,241.37,685.54,4,5
132.26,125.11,119.15,-30.261,35.534,247.26,667.2,9,5
133.63,129.89,125.84,43.937,35.544,256.18,573.74,4,5
155.39,148.91,135.35,6.347,25.161,236.62,322.25,6,5
123.52,117.64,112.65,8.229,28.861,235.58,237.25,22,5
130.39,121.52,110.04,-58.665,33.645,225.09,207.91,6,5
203.81,229.18,244.09,72.551,3.619,230.65,112.65,10,5
208.33,231.35,248.43,25.864,18.753,230.69,88.898,1,5
108.54,107.69,114.81,38.721,25.334,233.52,73.093,20,5
180.51,176.65,168.68,37.508,34.991,283.42,85.288,41,5
197.55,210.55,218.86,0.15529,29.563,287.67,108.24,43,5
124.99,124.28,124.71,19.802,40.374,308.87,104.63,10,5
136.37,133.57,135.88,91.165,36.875,303.48,89.665,47,5
124.93,125.06,123.63,72.021,34.685,293.06,215.74,48,5
165.79,152.96,126.43,14.79,63.113,291.32,238.11,81,5
82.348,70.617,62.713,22.616,21.48,324.77,232.56,2,5
149.97,152.3,154.75,21.445,39.533,386.9,210.09,47,5
134.88,140.27,144.89,0.95514,33.339,388.35,236.76,29,5
122.48,128.5,140.59,22.315,31.015,410.79,226.13,9,5
188.22,198.16,206.56,51.264,14.8,422.3,211.44,24,5
158.37,159.08,155.72,0.15955,33.301,385.22,109.29,32,5
